ordinal,bookmark_id,status_url,author_name,handle,language,is_reply,hashtags,urls,media_count,text
"372","2006632235508834473","https://x.com/iPaulCanada/status/2006632235508834473","iPaul","iPaulCanada","zh","false","","","1","原来成年人的财富密码，250年前就写清楚了。10分钟，带你一口气读懂《国富论》，理解分工、价值与自由。 https://t.co/Q4UNWvXnHq"
"373","2005957545119412670","https://x.com/BrainQuestor/status/2005957545119412670","知识玩家","BrainQuestor","zh","false","","","1","YouTube教程无法在2年内教会我Excel。

Grok仅用了3周就搞定了。

以下是我使用的7个提示语: https://t.co/8m3Yo4yHkv"
"374","2004367838317081016","https://x.com/meijiangAI/status/2004367838317081016","美酱AI","meijiangAI","zh","false","","","0","nano banana Pro是目前最强大的图像模型

但几乎每个人都只用到了它1%的能力

以下是可以帮你精准生成任何图像的完整提示指南："
"375","2004221747412062227","https://x.com/bbjk666/status/2004221747412062227","背包健客","bbjk666","zh","false","","","1","影响寿命长短的5个因素 https://t.co/awKC31vuEl"
"376","2004278472823144760","https://x.com/crazy_historyx/status/2004278472823144760","环球纪录","crazy_historyx","zh","false","冷知识百科","","1","情商高到可怕的9个细节。 #冷知识百科 ##冷知识百科 # https://t.co/kcGUROhmMv"
"377","2003337065212031052","https://x.com/dotey/status/2003337065212031052","宝玉","dotey","zh","false","","","1","这位网友的问题很典型：
> 宝玉老师，以现在大模型的能力还需要prompt吗，我现在都直接描述问题就发出去了

这个疑问其实特别普遍，甚至可以说，它代表了绝大多数用户的心声。包括还有人说：
> 今天社交网络上被追捧的所谓AI高人,不过是Prompt Kiddie(提示词小子)。
> 整天转帖一些提示词,其实是在自动充当大模型的燃料。

这个问题的答案，其实藏在你的需求里。

如果你的任务很简单，比如问个天气、查个单词，或者写个请假条，那确实不需要什么复杂的提示词。这就好比做一道 1 加 1 等于 2 的数学题，直接心算就完事了，非要列个方程式反而显得矫情。

但是，一旦涉及到复杂任务，情况就完全不同了。

你可以把专业的提示词想象成解难题时的“数学公式”。

当面对一道复杂的应用题时，光靠心算是不够的。你需要公式来规范步骤，需要设定变量。提示词就是在这个环节起作用，它把一个模糊的需求，拆解成了一条清晰的思维链，手把手教 AI 怎么思考。

举个最常见的例子：把一篇晦涩的学术论文改成科普文章（参考提示词：https://t.co/c5fVJbTMXV ）。

如果你直接把论文丢给 AI，跟它说“帮我改写成科普文”，它大概率会给你扔回一篇删减版的论文，依然充满了你不懂的术语。因为它不知道你的“科普”是给谁看的，也不知道你需要什么风格。

但如果你运用了“公式”，告诉它：你的读者是只有高中物理水平的普通爱好者，请多用生活中的比喻（比如把量子纠缠比作心灵感应），并且在写之前先去检索一下相关的背景趣闻。

这时候，AI 输出的就不是冷冰冰的文字，而是一篇有血有肉、生动有趣的科普文章。这就是提示词的魔力——它填补了“指令”和“意图”之间的鸿沟。

再进一步，提示词还能充当“工作流经理”的角色。

比如你想做个 PPT。普通玩法是让 AI 帮你列个大纲，然后你自己根据大纲一页页去制作幻灯片。

但高阶的玩法是，用一段精心设计的提示词（参考提示词：https://t.co/nE2hQ0tPNB ），让 AI 不仅生成大纲，还能根据每一页的内容，自动写出对应的 AI 绘画指令。它把“写大纲”和“想配图”这两个步骤串联起来了。这时候的 AI，就不再是一个简单的聊天机器人，而是一个自动化的生产线。

还有大家最关心的 AI 画图提示词。

为什么大神生成的图片光影绝美、细节拉满，而你生成的总是差点意思？因为在非专业人士眼里，只有“好看”这一个形容词；而在提示词里，包含了光线类型、渲染引擎、构图视角等各种专业参数。

这些参数，就是大神手中的“秘密配方”。你想复刻那张图，光靠猜是猜不出来的，必须拿到那个具体的参数。即使你可以通过多模态模型来逆向，有时候就是差一点意思，毕竟专业的提示词，是经过无数次试验和优化才打磨出来的。

所以，回到最初的问题。我们还需要 Prompt 吗？

如果你只是把 AI 当作一个陪聊的网友，或者一个随身的百科全书，那你确实不需要。

但如果你想把 AI 变成一个稳定输出的生产力工具，提示词就是必修课。

因为聊天是一次性的，说完就散；而专业提示词就像是“程序”和“软件”。

当你写好了一个完美的翻译提示词，或者一个生成信息图的提示词，它就不再是一句话了，它变成了一个只要你输入原料，就能稳定产出高质量产品的“工具”。

我自己则一直是在尝试借助提示词来帮我提升效率：

比如我要提取 YouTube 字幕，还要去对发言人名字进行标注，我就写了提取 YouTube 字幕的提示词 https://t.co/AJBvKFUrGm ，不仅有文稿，还能自动对上发言人，还能分章节。

比如我要给文章配图，所以我写了一个生成信息图的提示词 https://t.co/uQJaf8biBF ，文章贴进去，它就能帮我生成一张好看专业的信息图。

比如我要要校对文稿，我不会肉眼去校对，而是写一个校对的提示词，让 AI 帮我找错别字、语法错误，提供修改建议。

借助这些提示词，就能让我事半功倍。

这才是提示词的真正价值：
它让你从一个向 AI 提问的“用户”，变成了指挥 AI 干活的“工程师”。

下次当你在干一些枯燥的任务的时候，不妨想一想：
我每天在做的这些事情，如果写一个专业的提示词，是不是能让我事半功倍？"
"378","2003843356892205514","https://x.com/crazy_historyx/status/2003843356892205514","环球纪录","crazy_historyx","zh","false","生活技巧 | 生活百科 | 冷知识百科","","1","活了30年才知道的生活小妙招。原来家里到处都是宝！ #生活技巧 #生活百科 #冷知识百科 # https://t.co/XibkX3ljHi"
"379","2003302195681464370","https://x.com/iPaulCanada/status/2003302195681464370","iPaul","iPaulCanada","zh","false","","","1","诺贝尔奖得主哈耶克的7句逆天预言！ https://t.co/Wo687lLXDo"
"380","2002582724280975530","https://x.com/dotey/status/2002582724280975530","宝玉","dotey","zh","false","","","1","预订本年度最有价值提示词 —— 生成既有质感，又能随意修改文字的完美 PPT

大家都很喜欢 NotebookLM 生成的 Slide Deck（幻灯片）风格也很棒。👇 https://t.co/u6FGYZuWsl"
"381","2002973024379703542","https://x.com/MoQiuyao201314/status/2002973024379703542","Qiuyao Mo","MoQiuyao201314","zh","false","","","1","都知道中国被国际社会硬脱钩，但很少人知道为什么会走到这一步？共产党一定宣传是美国欧洲等西方列强见不得中国强大，疯狂打压我们。但如果是这样，我们落后的时候，为什么也同样被“打”？其实两种说法都是中共编出来的谎话。真实原因是，国际社会已经认识到，一个强大的共产国家对世界造成严重威胁。 https://t.co/E1xA2zWnOb"
"382","2002730849381585395","https://x.com/muren_gang/status/2002730849381585395","我不姓阿","muren_gang","zh","false","","","1","数学还有的研究吗？应用好就不错了，看看现在的AI圈子 https://t.co/yZr7SQlMHI"
"383","2003069573679997258","https://x.com/vista8/status/2003069573679997258","向阳乔木","vista8","zh","false","","","1","AI做了个 ""论文翻译器""：自动写文＋配图＋发布。

写了一个Claude skills，提供论文URL，按指定提示词生成 Markdown 文章。

第二遍会反思推理，润色文章，自动截图论文图表配图、调Nano Banana Pro生图。

配合Obsidian插件NoteToMP，一键发布到公众号草稿。"
"384","2002752083771171013","https://x.com/Jam79922967/status/2002752083771171013","Petrichor","Jam79922967","zh","false","","","1","知道民国六论的人，绝不会粉红！ https://t.co/7YWofYtvne"
"385","2002995866714689953","https://x.com/Crypto_hedyEth/status/2002995866714689953","Hedy.eth 🎮","Crypto_hedyEth","zh","false","","","1","油管上3000 万播放的超燃视频——No Excuses

每次看完都热血沸腾，想摆烂的时候看一遍，

至少能把自己从彻底躺平里拽出来 https://t.co/O6ie3gkZxe"
"386","2001928962193395900","https://x.com/usd666666/status/2001928962193395900","西时珍🌎","usd666666","zh","false","","","1","6个烹饪小技巧，厨房小白也能轻松“拿捏”！ https://t.co/6ZKP3G7Bkv"
"387","2002253815123157029","https://x.com/yibingsg/status/2002253815123157029","Fairice","yibingsg","zh","false","","","1","一个澳洲中国通在澳大利亚广播电台介绍中国的户籍制度，惊呆了所有听众！ https://t.co/LOFcGDKjxO"
"388","2002323016403845473","https://x.com/iPaulCanada/status/2002323016403845473","iPaul","iPaulCanada","zh","false","","","1","付鹏：中国内卷的本质是？为什么会内需不足？ https://t.co/I6IpZXV7sd"
"389","2002327780596609187","https://x.com/rea1DonandTrump/status/2002327780596609187","Rene Wang","rea1DonandTrump","zh","false","","http://rene.wang","1","修缮了一下我的博客。核心设计理念是「把我的 Kindle 拿给你看」，这里是一个真实可交互的 Kindle 阅读器。

不知不觉写了 5 年了，明年打算多写点，文字拙劣一些，但贵在真实。

博客地址就是我的名字 👉 https://t.co/Oz2PrAeCZD https://t.co/5w2D03jU10"
"390","2001929424393113686","https://x.com/LipuAIX/status/2001929424393113686","离谱","LipuAIX","zh","false","","","4","经常有朋友问：“离谱，你是怎么设计出那些复杂提示词的？”实话实说，没有什么天赋，我的底气全来自 Google 2024年9月发布的白皮书《Prompt Engineering》。
比如那篇 50万+ 阅读的《豆包手机》爆款文，其实就是用了文档里的“退一步提示”原理：❌ 大多数人只给指令。 ✅ 高手公式：指令 + 目的 + 背景。

哪怕你只学会这一招，AI 的回答质量都能翻倍。我花时间把这份文档精翻了出来，分享给大家。见文末👇

当初这份文档刚发布时，为了吃透它，我用了宝玉老师著名的“三段式翻译提示词”，结合 GPT-4o 把它全篇精翻了一遍。

从那以后，不论是设计新的提示词，还是日常提问，我总是会把这份文档翻出来看。哪怕到现在，依然有一种“常看常新”的感觉。

举个最真实的例子。 大家可能看过我之前那篇 50 万+ 阅读的文章《豆包手机遭全网围剿：微信拒登、淘宝弹窗，大厂们到底在怕什么？》。

很多人好奇我是如何挖掘深度的。其实秘诀就在这份文档里提到的“退一步提示”。

❌ 大多数人的提问：直接下达指令，这样模型往往只能就题论题。 
✅ 我的提问公式：指令 + 目的 + 背景。
如下图所示：
这就是“退一步提示”的原理：

“当你编写提示词时，实际上是在设定场景。如果你提供了背景（为什么做）和目的（为了什么），就相当于引导模型思考更宏观的语境，从而激活它内部参数中更深层的知识路径。”

不仅如此，我现在还有一个偷懒但极高效的习惯： 

每次设计新 Prompt 时，我会直接把这份《提示词工程全指南》上传给 AI，把它作为“教科书”投喂给模型，让 AI 依据这份文档来指导我设计提示词。

用魔法打败魔法，效果出奇的好。如下图所示：
现在，我把自己精翻并反复校对的版本分享给大家。如下图所示：
真心建议各位朋友，不要只是收藏。找个安静的时间认真读一读，根据自己的工作场景反复映照。哪怕只看懂了其中的思维链或少样本提示，绝对受益无穷。

获取方式：关注我的公众号[稀有学生]，后台回复：【提示词工程】即可获取。如下图所示："
"391","2001628960850088225","https://x.com/iPaulCanada/status/2001628960850088225","iPaul","iPaulCanada","zh","false","","","1","清华教授：在清华北大读书的最大福利是什么？ https://t.co/XPGQpIHJO7"
"392","2001686057717281262","https://x.com/iPaulCanada/status/2001686057717281262","iPaul","iPaulCanada","zh","false","","","1","大一新生吐槽：大学的本质就是个羊圈，教的东西完全跟社会脱节，唯一的价值就是学费养活了教师，生活费养活了商贩！ https://t.co/vrJeDAHVLw"
"393","2001279425661587560","https://x.com/FLMdongtianfudi/status/2001279425661587560","Fang知识分享","FLMdongtianfudi","zh","false","","https://pan.quark.cn/s/bfaa9e9c7ab9","1","《枪炮、病菌与钢铁》纪录片，3 集时长 2 小时 40 分钟，由原书作者贾雷德·戴蒙德亲自主持，PBS/NGC 联合制作。  

相比书本来说更加生动，少了很多数据和文献信息，能快速看完。  

链接：https://t.co/S0bNILHYSx https://t.co/FZ6FcDMhFH"
"394","2001462983407415301","https://x.com/bozhou_ai/status/2001462983407415301","泊舟","bozhou_ai","zxx","true","","https://www.bilibili.com/video/BV1aD4y127GE?buvid=Y945EA9B6C7FA49A4213A4E28858BB8B156D&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=bfWX697DwFU3NFQViXh1nA%3D%3D&plat_id=116&share_from=ugc&share_medium=iphone_i&share_plat=ios&share_session_id=3FE30F05-59BB-4C02-80DB-62E5B7B82F82&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1758708634&unique_k=Tr2Yyjj&up_id=323794482&vd_source=735688555c8348c9076a8373b834107e","0","https://t.co/spPQWwEcJ8"
"395","2001462981142450652","https://x.com/bozhou_ai/status/2001462981142450652","泊舟","bozhou_ai","zxx","true","","https://www.bilibili.com/video/BV1tf4y1s7NN?buvid=Y945EA9B6C7FA49A4213A4E28858BB8B156D&from_spmid=main.my-history.0.0&is_story_h5=false&mid=bfWX697DwFU3NFQViXh1nA%3D%3D&plat_id=116&share_from=ugc&share_medium=iphone_i&share_plat=ios&share_session_id=9CAEBEEA-F204-4C46-87E5-6D128A31EA01&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1758709100&unique_k=nCbKGno&up_id=323794482&vd_source=735688555c8348c9076a8373b834107e","0","https://t.co/pGjjEoZIRE"
"396","2000053796903481484","https://x.com/MateCafe/status/2000053796903481484","咖啡伴侣","MateCafe","en","false","","https://raw.githubusercontent.com/YueChan/Live/refs/heads/main/Global.m3u","0","Free live TV stream including BBC, CNN, CNA, RT etc https://t.co/qDfsJ0VCVB"
"397","2000476671946756273","https://x.com/crazy_historyx/status/2000476671946756273","环球纪录","crazy_historyx","zh","false","","","1","必转收藏！五星级饭店学来的10道米饭超级好吃的做法！ https://t.co/ILHxtwr2FU"
"398","1999244363965014255","https://x.com/iPaulCanada/status/1999244363965014255","iPaul","iPaulCanada","zh","false","","","1","关于“明史”，这可能是全网最棒的解说。值得听一听 https://t.co/czq0wz8wCh"
"399","1998932451947852269","https://x.com/geekbb/status/1998932451947852269","Geek","geekbb","zh","false","","https://github.com/HKUDS/Paper2Slides","1","一键将论文转化为演示文稿
能将研究论文、报告和各类文档快速转换成专业的幻灯片或海报，无缝处理 PDF、Word、Excel、PowerPoint、Markdown 等多种文件格式。
Paper2Slides https://t.co/oXuri24lDu https://t.co/C3dEpZpDn2"
"400","1997569281811525818","https://x.com/GitHub_Daily/status/1997569281811525818","GitHubDaily","GitHub_Daily","zh","false","","","1","学日语时，想要深入理解句子结构、词性和发音，却找不到一个能同时分析文本和朗读的工具，总得在多个应用间来回切换。

偶然在 GitHub 上发现 Fudoki 这个开源的日语学习工具，能把日语文本的结构完全可视化，还能自然朗读。

基于 Kuromoji.js 分词引擎，自动标注词性、假名和罗马音，并用不同颜色区分名词、动词、形容词等，让语法结构一目了然。

GitHub：https://t.co/Gmj7jwX8lK

内置 EasyMDE 编辑器支持 Markdown 格式，可以边写笔记边分析。语音朗读支持按词、按句或全文播放，语速可在 0.5-2.0 倍间调节，还能选择不同音色。

点击任意单词卡片，能直接查看 JMdict 词典释义。支持多文档管理和自动保存，设置会保存在本地，下次打开直接用。

提供在线版本可直接使用，也可以通过 Python 在本地快速部署，无需复杂配置。"
"401","1997673858749644838","https://x.com/knowledgefxg/status/1997673858749644838","知识分享官","knowledgefxg","zh","false","","https://github.com/Decohererk/DecoTV","1","实用小项目推荐：DecoTV，一个开箱即用、跨平台影视聚合播放站。
界面看着很舒服，支持Docker部署，多资源搜索、在线播放、收藏同步、播放记录、让你可以随时随地畅享海量免费影视内容。找了个差不多的资源接口搞了搞自用，效果还不错。可以摆脱那些烦人的开头广告了。
https://t.co/oYNrTEWHRs https://t.co/6tZP3jKrp3"
"402","1997259675515986322","https://x.com/liangwenhao3/status/1997259675515986322","Noise","liangwenhao3","zh","false","AI","https://github.com/Anionex/banana-slides","0","#AI PPT 一个基于nano banana pro🍌的原生AI PPT生成应用，迈向真正的＂Vibe PPT＂; 支持上传任意模板图片；上传任意素材；一句话/大纲/页面描述自动生成PPT，自动使用链接图片；口头修改指定区域、一键导出
https://t.co/VlNlH2szWX"
"403","1997639482732851608","https://x.com/FFEE_2025/status/1997639482732851608","FFEE知识分享","FFEE_2025","zh","false","","https://github.com/sunnyyoung/WeChatTweak","0","微信无限对开软件，还有这个也不错哦。WeChatTweak-macOS

https://t.co/KUJkl6P2hn"
"404","1997206878439539169","https://x.com/GitHub_Daily/status/1997206878439539169","GitHubDaily","GitHub_Daily","zh","false","","","1","处理法律文件和合同，最头疼的往往不是阅读本身，而是从成百上千份文档中提取关键信息、标注重点条款，还要确保数据格式统一便于后续分析。

最近在 GitHub 上看到 OpenContracts 这个开源文档分析平台，专为知识密集型工作设计，让文档管理和数据提取变得简单高效。

支持 PDF 和文本格式文档的上传、标注和分析，内置可插拔的解析引擎，能自动提取文档布局特征并生成向量嵌入，方便后续检索。

GitHub：https://t.co/No0fqXwNB6

最大的亮点是批量数据提取功能，可以对数百份文档同时提问并提取结构化数据，结果直接在原文档上高亮显示。还支持自定义元数据模式、协作标注、权限管理等企业级功能。

基于 PydanticAI 框架构建了完整的语言模型系统，支持对话管理和实时流式响应，通过 Docker 快速部署即可使用。

如果你需要处理大量合同、法律文档或其他知识密集型资料，想把文档分析从 “人工苦力活” 升级为 “系统化工作流”，这个平台值得一试。"
"405","1997552585155518623","https://x.com/bozhou_ai/status/1997552585155518623","泊舟","bozhou_ai","zh","false","","","1","发现了一个宝藏网站，不得不说信息源这块比我自己做的好得多，包含文章，视频，播客，推文，最重要的是还免费，简直赛博菩萨 https://t.co/GDDAF8cryl"
"406","1997177723496943737","https://x.com/Aiallmaker/status/1997177723496943737","袁起Hashman","Aiallmaker","zh","false","","","1","选男人选女人，要选正常人，选有正常认知家庭中的人。视频里讲得很对，年轻人组建家庭，或者作为一个成年人，都应该拥有这三种意识：托举意识、小家意识、成长意识。这三种意识如果欠缺，基本就是有缺陷了，得换人否则后患无穷。 https://t.co/HEFb7sH38H"
"407","1996519865226760692","https://x.com/GitHub_Daily/status/1996519865226760692","GitHubDaily","GitHub_Daily","zh","false","","","1","学习 Linux 命令行，网上教程要么只讲理论概念，要么直接扔一堆命令让你背，缺少实际应用场景的讲解。

最近在 GitHub 上发现 101 Linux Commands 这份开源电子书，通过 101 个实用命令带你系统掌握 Linux 命令行操作。

每个命令都配有详细说明、实际使用示例和应用场景，从基础的文件操作到高级的系统管理，循序渐进地展开。

GitHub：https://t.co/Hj1cFOH5iB

内容涵盖文件管理、文本处理、进程控制、网络诊断、系统监控等实用场景，每个命令都有真实案例演示。

提供多种格式阅读，包括在线网页版、PDF 和 ePub 电子书，还支持通过 Docker 在本地运行。

无论是 Linux 新手还是想系统梳理命令的经验丰富开发者，这份指南值得收藏学习。"
"408","1996383506163961963","https://x.com/imwsl90/status/1996383506163961963","卫斯理","imwsl90","zh","false","","https://pca.st/episode/d51ba8dd-ee32-4ffc-8265-a42131db8d14","1","终于听完了 4个多小时 信息密度很大呀
​
​https://t.co/wmDZPPD8eC https://t.co/wzrTKPCxb4"
"409","1996579618900365424","https://x.com/knowledgefxg/status/1996579618900365424","知识分享官","knowledgefxg","zh","false","","https://github.com/Lake1059/FFmpegFreeUI","4","这个挺实用，把FFmpeg做成图形化界面，不用撸什么指令行了，让小白也能通过友好的界面使用强大的 FFmpeg 视频处理功能。Readme文档里的教程写的也很有趣易懂☺️
https://t.co/30AmiIK7wo https://t.co/UHkG9sE7ir"
"410","1996041451734790580","https://x.com/tool_hopper/status/1996041451734790580","工具兔🐰","tool_hopper","zh","false","","","0","我真不明白为什么人们不用ChatGPT找工作。

仅仅7天内，我就收到了5个面试邀请，这都多亏了ChatGPT当我的招聘顾问。

这里有6个让你的求职变成策略的提示。"
"411","1995870359833415841","https://x.com/canghe/status/1995870359833415841","苍何","canghe","zh","false","","","2","越来越对 AI 做的 PPT 敬佩了，分享几个我试过的还不错的AI PPT工具，强烈推荐一波。

1、NotebookLM
NotebookLM 做出来的 PPT 是基于知识库的，配合 Nano Banana Pro，可以自定义各种风格。可以多种语言自定义，可在线播放，效果拉满。

2、Kimi国际版
Kimi 在国际版偷偷上线了基于 Nano Banana Pro 的 PPT 模式，还能直接在线编辑。具体可以看看之前发的一个帖子，要注意开全局代理才能打开。https://t.co/ScJOpyT1Vc

3、Skywork
Skywork 是专门为 office 而生的办公类 Agent，不过 Skywork 要生成多张 PPT 会显得有些慢，但整个深度非常不错，还可以用各种 MCP 工具。

4、Genspark
Genspark 也是办公类的 Agent，但其以优质的 PPT 产出能力而出名。

5、Gamma
Gamma 是一款打破传统的「AI 生成式」工具，你只需要输入主题、大纲或上传文档，它就能自动搞定文字、配图和排版。可编辑。

6、GenFlow
来自百度文库的 GenFlow 产品，我的感受是：快。

是真的超级快，在手机上就可以动动手，一下子就出来了 PPT。然后可以选择自定义风格。

比较适合出门在外，急需 PPT 应付的场景。

导出的话也不会乱码，这是比较重要的。

7、Agnes
Agnes 的PPT 出来的效果很好，最厉害的是可以做到跨端任务同步。

就是我在 web 端发布一个 PPT 任务，甚至可以在手机 APP 端随时修改和取消。

简直是为我这种顶级牛马量身定制，这下好了，拉屎也可以做 PPT 了。

8、扣子空间
字节旗下的通用 Agent 产品，在 PPT 创作上也有两把刷子。直接打开 PPT 模式：同样支持上传文档，生成模式可以自行选择。

有一个亮点的功能就是可以基于 PPT 风格做参考，可以上传自己喜欢的模板风格。

大家现在都用哪些 AI PPT 工具啊？"
"412","1995432697343386088","https://x.com/GitHub_Daily/status/1995432697343386088","GitHubDaily","GitHub_Daily","zh","false","","","1","用 PPT 做科研汇报，图片没法直接加标题，多张图片要手动一个个对齐，想插入代码块和 LaTeX 公式只能截图或从外部工具复制，效率很低。

可以试下，SlideSCI 这个开源 PPT 插件，专门解决科研 PPT 制作的痛点。一键添加图片标题、批量自动排列图片、复制粘贴元素位置，都不是问题。

支持直接插入 Markdown 内容，保留加粗、链接、列表、代码块、表格等所有格式。代码块支持多种语言高亮，LaTeX 公式可以直接插入或转成 SVG。

GitHub：https://t.co/tHoHRS7gan

支持 Windows 端 PowerPoint 和 WPS(部分功能)。下载 exe 文件直接安装，可以把常用功能添加到快捷工具栏。

如果你经常做科研 PPT，需要频繁插入图片、代码、公式，这个插件能省不少时间。"
"413","1995644108304777817","https://x.com/GitHub_Daily/status/1995644108304777817","GitHubDaily","GitHub_Daily","zh","false","","","1","用 Google Drive 或 OneDrive 存储文件，数据在第三方服务器上，除了担心隐私问题，订阅费用还越来越贵。

在 GitHub 上找到了 Twake Drive 这个开源云存储方案，项目定位是 Google Drive 的开源替代品，可以部署在自己服务器上。

支持文件和文件夹上传、共享驱动器协作、权限管理、在线文档编辑，甚至集成了 OnlyOffice 可以直接创建演示文稿、文档和表格，数据加密存储。

GitHub：https://t.co/RSCXObBC0k

可以通过 Docker 一键部署，也支持私有服务器安装，自己完全掌控数据，更加隐私安全。

如果你需要一个安全、可控、开源的团队文件协作平台，不想被第三方云服务绑架，这个开源方案值得考虑。"
"414","1994725660669960292","https://x.com/xiaohua_888/status/1994725660669960292","1024","xiaohua_888","zh","false","","","1","发现一个 6.4k Star 的开源神器，可以用自然语言控制手机！

DroidRun 是一个 LLM 手机自动化框架，支持 Android 和 iOS 设备。

用人话说就是：你告诉 AI ""帮我在 App 上订个房间""，它就能自己操作手机完成。

几个让我觉得牛逼的点：

1、支持多个 LLM 提供商
OpenAI、Claude、Gemini、DeepSeek、Ollama 都能用，想用哪个用哪个

2、有规划能力
不只是简单执行，能理解复杂的多步骤任务

3、截图分析
AI 能看懂屏幕内容，真正""看""着手机在操作

4、Python API 可扩展
程序员可以自定义自动化流程

使用场景太多了：
- 自动化测试 App
- 重复性操作一键完成
- 给不太会用手机的家人远程帮忙

一句话安装：
pip install 'droidrun[google,anthropic,openai,deepseek,ollama,dev]'

MIT 开源，完全免费。

这玩意儿让我想起之前的 browser-use，一个控制浏览器，一个控制手机，AI Agent 的未来已经来了。

GitHub：https://t.co/7XeR1i2VWR

全文参考：https://t.co/MnKWjdiiuF"
"415","1994736283235819992","https://x.com/grgerwcwetwet/status/1994736283235819992","周览资源","grgerwcwetwet","zh","false","","","4","高考数学全基础题型2025最新版

这套讲义覆盖了高中全部基础题型，系统全面。题目典型精选，解题方法介绍全面，每个方法题型都有典例详解，同时配有针对性训练！讲义有459页，答案详细单独成册321页。

内容包含17个专题
集合、逻辑与不等式、函数、三角函数、向量、解三角、数列、立体几何、平面几何、椭圆、双曲线、抛物线、导数、复数、排列组合、二项式定理、概率统计

适用于基础差一些的同学，需要基础题库的老师、家长等使用。题目70%来自高考模考真题。

无水印pdf学生版+答案详解版+可编辑word版（word有些页面排序乱，可直接用高清PDF）"
"416","1994526459801866499","https://x.com/LeaskH/status/1994526459801866499","Sixia ""Leask"" Huang","LeaskH","zh","false","","https://github.com/Leask/Tabminal","1","等孩子學琴，我在旁邊開個 iPad Pro 愉快地工作了一小時。🤣 Tabminal 絕對是目前最佳的移動終端和 vibe coding 方案！絕對沒有之一。😆 https://t.co/p7HQki1DEn https://t.co/DViKZH6w84"
"417","1993475281357819989","https://x.com/canghe/status/1993475281357819989","苍何","canghe","ja","true","","https://github.com/lfnovo/open-notebook","0","地址：https://t.co/5T766pJrjc"
"418","1993311698024120680","https://x.com/cj3214567667/status/1993311698024120680","白骏知识分享","cj3214567667","zh","false","","https://pan.quark.cn/s/73df2faeca0f","1","🔥 30天学会流利美式英语

《美式英语完美发音课》带你突破！89节音块课+35节国际音标课，科学拆解发音技巧，从零基础到地道美音，轻松掌握！

立即学习➡️https://t.co/7AIEIQJR77 https://t.co/e9zRPkc2s2"
"419","1993167762622198174","https://x.com/GitHub_Daily/status/1993167762622198174","GitHubDaily","GitHub_Daily","zh","false","","","2","想入门数据工程，感觉无从下手，网上的学习路线图五花八门，各种教程文章又太零散，很容易迷失学习方向。

可以看一下，GitHub 上这份 Cookbook 的数据工程宝典，为我们提供一条清晰完整的学习路径。

覆盖了从 Linux、Docker 等基础技能到 Spark、Kafka 等高级框架，还整理了各大厂的真实案例和海量面试题，内容非常全面。

GitHub：https://t.co/NladIFT9uU

主要内容：

- 从入门到进阶的系统化学习路线图；
- 涵盖 Docker、Linux 等必备基础技能；
- 深入讲解 Spark、Kafka 等核心技术；
- 剖析谷歌、Netflix 等大厂真实案例；
- 包含超过 1000 道海量面试题库；
- 提供免费数据集与上手实践教程。

这份指南完全开源，无论是想转行的初学者，还是希望查漏补缺的数据工程师，都非常值得收藏学习。

另外，作者还配套提供了在线学习网站，包含 30+ 门课程和数据工程师认证，也可以看一下。"
"420","1993222612546425295","https://x.com/FinanceYF5/status/1993222612546425295","AI Will","FinanceYF5","zh","false","","","1","斯坦福大学用 1.5 小时浓缩了所有你需要了解的 LLM 核心知识。 https://t.co/A0V2U129pW"
"421","1993136274425754105","https://x.com/GitHub_Daily/status/1993136274425754105","GitHubDaily","GitHub_Daily","zh","false","","","1","现在越来越多 AI 浏览器，电脑都装了好几个，每天切换着使用，但在各自浏览器收藏的书签无法同步，有时想找个网址都忘记放在哪来了。

无独有偶，在 GitHub 找到了 GoSuki 这个开源工具，能够实时追踪各个浏览器的书签变化，并同步到各大浏览器。

只需要在本地运行一个文件，即可监控各大浏览器的书签变化，所有标签统一存储在本地数据库。

并实现多个浏览器之间的书签同步，自动检测已安装浏览器，支持 Chrome、Firefox 等主流浏览器。

GitHub：https://t.co/CZwpA5eKjZ

同时内置可视化界面和命令行工具，以及可以给书签加标签，方便快速搜索和查找。

通过 Go 安装或从源码编译即可使用，支持 Linux 和 macOS 系统，有需要的可以安装试试。"
"422","1993374119136792980","https://x.com/AsiaFinance/status/1993374119136792980","亚洲金融 Asia Finance","AsiaFinance","zh","false","","https://x.com/PartisanReview/status/1993371551069028804/video/1","0","徐勤先少将的起诉书，清晰表明36年前的党政军，觉悟非常之高！历史也确实证明了徐军长的预言：六四开枪不仅是历史的伤口，而且是历史的转向。一个有光明前途的中国，就此变成专制腐败的国家。36年后，中国的社会矛盾，比1989年更严重、更广泛、且更不可逆。只有政改一条路。
 https://t.co/srlISPurEi"
